movie_title,imdb_score,title_year,actor_1_name,content_rating,duration,director_name,gross,genres,budget,aspect_ratio
Reno 911!: Miami ,5.9,2007,Wendi McLendon-Covey,R,84,Robert Ben Garant,20339754,Comedy|Crime,10000000,1.85
Police Academy: Mission to Moscow ,3.3,1994,Christopher Lee,PG,83,Alan Metter,126247,Comedy|Crime,6200000,1.85
Half Baked ,6.7,1998,Dave Chappelle,R,82,Tamra Davis,17278980,Comedy|Crime,8000000,1.85
Clay Pigeons ,6.6,1998,Janeane Garofalo,R,104,David Dobkin,1789892,Comedy|Crime,8000000,1.85
Witless Protection ,3.1,2008,Ivana Milicevic,PG-13,97,Charles Robert Carner,4131640,Comedy|Crime,7500000,1.85
Go ,7.3,1999,Sarah Polley,R,102,Doug Liman,16842303,Comedy|Crime,6500000,2.35
Let's Kill Ward's Wife ,5.4,2014,Donald Faison,Unrated,82,Scott Foley,,Comedy|Crime,5000000,
The Jerky Boys ,4.6,1995,Vincent Pastore,R,82,James Melkonian,7557877,Comedy|Crime,,1.85
Let's Go to Prison ,6,2006,Dylan Baker,R,90,Bob Odenkirk,4613815,Comedy|Crime,,1.85
8 Heads in a Duffel Bag ,5.3,1997,Kristy Swanson,R,95,Tom Schulman,3559990,Comedy|Crime,3000000,1.85
Stealing Harvard ,5.1,2002,Martin Starr,PG-13,85,Bruce McCulloch,13973532,Comedy|Crime,25000000,1.85
"Lock, Stock and Two Smoking Barrels ",8.2,1998,Jason Statham,R,120,Guy Ritchie,3650677,Comedy|Crime,960000,1.85
Safe Men ,6.1,1998,Harvey Fierstein,R,88,John Hamburg,21210,Comedy|Crime,1000000,1.85
Crazy Stone ,7.7,2006,Bo Huang,,98,Hao Ning,,Comedy|Crime,3000000,2.35
Flawless ,6.4,1999,Robert De Niro,R,112,Joel Schumacher,4485485,Comedy|Crime|Drama,15000000,1.85
Pain & Gain ,6.5,2013,Dwayne Johnson,R,129,Michael Bay,49874933,Comedy|Crime|Drama,26000000,2.35
Nurse Betty ,6.3,2000,Morgan Freeman,R,110,Neil LaBute,25167270,Comedy|Crime|Drama,24000000,2.35
Madea's Witness Protection ,4.8,2012,John Amos,PG-13,114,Tyler Perry,65623128,Comedy|Crime|Drama,20000000,1.85
To Die For ,6.8,1995,Kurtwood Smith,R,106,Gus Van Sant,21200000,Comedy|Crime|Drama,20000000,1.85
Bad Santa ,7.1,2003,Bernie Mac,R,98,Terry Zwigoff,60057639,Comedy|Crime|Drama,18000000,1.85
Observe and Report ,5.8,2009,Collette Wolfe,R,86,Jody Hill,23993605,Comedy|Crime|Drama,18000000,2.35
Madea Goes to Jail ,4.1,2009,Vanessa Ferlito,PG-13,103,Tyler Perry,90485233,Comedy|Crime|Drama,,1.85
Lilyhammer             ,8.1,,Steven Van Zandt,TV-MA,45,,,Comedy|Crime|Drama,34000000,16
In Bruges ,8,2008,Elizabeth Berrington,R,107,Martin McDonagh,7757130,Comedy|Crime|Drama,15000000,2.35
Crazy in Alabama ,6.3,1999,Meat Loaf,PG-13,111,Antonio Banderas,1954202,Comedy|Crime|Drama,15000000,2.35
Faithful ,5.9,1996,Chazz Palminteri,R,91,Paul Mazursky,2104000,Comedy|Crime|Drama,13000000,1.85
Dope ,7.3,2015,Kimberly Elise,R,103,Rick Famuyiwa,17474107,Comedy|Crime|Drama,7000000,2.35
Dom Hemingway ,6.2,2013,Richard E. Grant,R,93,Richard Shepard,518134,Comedy|Crime|Drama,,2.35
Bernie ,6.8,2011,Matthew McConaughey,PG-13,99,Richard Linklater,9203192,Comedy|Crime|Drama,5000000,1.85
11:14 ,7.2,2003,Henry Thomas,R,85,Greg Marcks,,Comedy|Crime|Drama,6000000,1.85
The Sting ,8.3,1973,Eileen Brennan,PG,129,George Roy Hill,159600000,Comedy|Crime|Drama,5500000,1.85
Bottle Rocket ,7.1,1996,Andrew Wilson,R,91,Wes Anderson,1040879,Comedy|Crime|Drama,7000000,1.85
Spun ,6.8,2002,Patrick Fugit,R,106,Jonas Åkerlund,410241,Comedy|Crime|Drama,2000000,1.85
Four Lions ,7.3,2010,Kayvan Novak,R,97,Christopher Morris,304137,Comedy|Crime|Drama,,1.85
Defendor ,6.8,2009,Michael Kelly,R,95,Peter Stebbings,37606,Comedy|Crime|Drama,3500000,2.35
Super ,6.8,2010,Linda Cardellini,R,96,James Gunn,322157,Comedy|Crime|Drama,2500000,1.85
Small Apartments ,6.1,2012,Noel Gugliemi,R,96,Jonas Åkerlund,,Comedy|Crime|Drama,2000000,1.85
Down Terrace ,6.5,2009,Michael Smiley,R,93,Ben Wheatley,9609,Comedy|Crime|Drama,,
Some Guy Who Kills People ,6.4,2011,Kevin Corrigan,R,97,Jack Perez,,Comedy|Crime|Drama|Horror|Mystery|Thriller,300000,1.85
Cheap Thrills ,6.8,2013,Brighton Sharbino,Not Rated,88,E.L. Katz,59379,Comedy|Crime|Drama|Horror|Thriller,200000,2.35
ATL ,6,2006,T.I.,PG-13,105,Chris Robinson,21160089,Comedy|Crime|Drama|Music|Romance,,2.35
Volver ,7.6,2006,Carmen Maura,R,121,Pedro Almodóvar,12899702,Comedy|Crime|Drama|Mystery,,2.35
Inherent Vice ,6.7,2014,Martin Dew,R,148,Paul Thomas Anderson,8093318,Comedy|Crime|Drama|Mystery|Romance,20000000,1.85
Bones             ,7.9,,Michaela Conlin,TV-14,40,,,Comedy|Crime|Drama|Mystery|Romance,,1.78
The Barbarian Invasions ,7.7,2003,Marie-Josée Croze,R,112,Denys Arcand,3432342,Comedy|Crime|Drama|Mystery|Romance,6000000,2.35
Zero Effect ,7,1998,Kim Dickens,R,116,Jake Kasdan,1980338,Comedy|Crime|Drama|Mystery|Thriller,5000000,1.85
Bandits ,6.6,2001,Bruce Willis,PG-13,123,Barry Levinson,41523271,Comedy|Crime|Drama|Romance,80000000,2.35
Focus ,6.6,2015,Will Smith,R,105,Glenn Ficarra,53846915,Comedy|Crime|Drama|Romance,50100000,1.85
Dear Wendy ,6.6,2004,Michael Angarano,Unrated,102,Thomas Vinterberg,23106,Comedy|Crime|Drama|Romance,50000000,1.66
Buffalo '66 ,7.5,1998,Anjelica Huston,R,110,Vincent Gallo,2365931,Comedy|Crime|Drama|Romance,1500000,1.85
A Thin Line Between Love and Hate ,5.6,1996,Faizon Love,R,108,Martin Lawrence,34746109,Comedy|Crime|Drama|Romance|Thriller,8000000,2.35
Alias Betty ,6.9,2001,Sandrine Kiberlain,,103,Claude Miller,206400,Comedy|Crime|Drama|Romance|Thriller,50000000,
Harvard Man ,4.9,2001,Sarah Michelle Gellar,R,99,James Toback,56007,Comedy|Crime|Drama|Romance|Thriller,5500000,2.35
Robot & Frank ,7.1,2012,Frank Langella,PG-13,89,Jake Schreier,3325638,Comedy|Crime|Drama|Sci-Fi,2500000,2.35
Striptease ,4.3,1996,Demi Moore,R,117,Andrew Bergman,32800000,Comedy|Crime|Drama|Thriller,40000000,1.85
Death to Smoochy ,6.4,2002,Robin Williams,R,109,Danny DeVito,8355815,Comedy|Crime|Drama|Thriller,55000000,1.85
Hackers ,6.2,1995,Angelina Jolie Pitt,PG-13,107,Iain Softley,7564000,Comedy|Crime|Drama|Thriller,20000000,2.35
The Informant! ,6.5,2009,Matt Damon,R,108,Steven Soderbergh,33313582,Comedy|Crime|Drama|Thriller,21000000,1.85
The Matador ,6.8,2005,Adam Scott,R,96,Richard Shepard,12570442,Comedy|Crime|Drama|Thriller,10000000,2.35
Novocaine ,5.8,2001,Chelcie Ross,R,95,David Atkins,2025238,Comedy|Crime|Drama|Thriller,6000000,1.85
Made ,6.4,2001,Jon Favreau,R,95,Jon Favreau,5308707,Comedy|Crime|Drama|Thriller,5000000,1.85
Freeway ,6.9,1996,Bokeem Woodbine,R,102,Matthew Bright,,Comedy|Crime|Drama|Thriller,3000000,1.85
Buffalo Soldiers ,6.9,2001,Dean Stockwell,R,98,Gregor Jordan,353743,Comedy|Crime|Drama|Thriller|War,15000000,2.35
Max Keeble's Big Move ,5.3,2001,Noel Fisher,PG,91,Tim Hill,17292381,Comedy|Crime|Family,12000000,1.85
The R.M. ,6,2003,Kirby Heyborne,PG,101,Kurt Hale,1111615,Comedy|Crime|Family,500000,
Nancy Drew ,5.9,2007,Kay Panabaker,PG,99,Andrew Fleming,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,20000000,2.35
New York Minute ,4.8,2004,Mary-Kate Olsen,PG,91,Dennie Gordon,14018364,Comedy|Crime|Family|Romance,30000000,1.85
Baby Geniuses ,2.5,1999,Kathleen Turner,PG,97,Bob Clark,27141959,Comedy|Crime|Family|Sci-Fi,18000000,1.85
Pink Flamingos ,6.1,1972,Divine,NC-17,108,John Waters,180483,Comedy|Crime|Horror,10000,1.37
The Cottage ,6.2,2008,Dave Legeno,Unrated,92,Paul Andrew Williams,,Comedy|Crime|Horror|Thriller,2500000,2.35
Be Cool ,5.7,2005,Dwayne Johnson,PG-13,118,F. Gary Gray,55808744,Comedy|Crime|Music,53000000,2.4
Connie and Carla ,6.3,2004,Debbie Reynolds,PG-13,108,Michael Lembeck,8054280,Comedy|Crime|Music,20000000,1.85
The Janky Promoters ,5.2,2009,Mike Epps,R,85,Marcus Raboy,,Comedy|Crime|Music,,1.85
Chicago ,7.2,2002,Colm Feore,PG-13,113,Rob Marshall,170684505,Comedy|Crime|Musical,45000000,1.85
The Singing Detective ,5.6,2003,Robert Downey Jr.,R,109,Keith Gordon,336456,Comedy|Crime|Musical|Mystery,8000000,1.85
8 Women ,7.1,2002,Catherine Deneuve,R,111,François Ozon,3076425,Comedy|Crime|Musical|Romance,8000000,1.85
Drowning Mona ,5.6,2000,Will Ferrell,PG-13,96,Nick Gomez,15427192,Comedy|Crime|Mystery,16000000,1.85
Kiss Kiss Bang Bang ,7.6,2005,Robert Downey Jr.,R,103,Shane Black,4235837,Comedy|Crime|Mystery,15000000,2.35
The Return of the Pink Panther ,7.1,1975,Burt Kwouk,G,113,Blake Edwards,,Comedy|Crime|Mystery,5000000,2.35
Psych             ,8.4,,Corbin Bernsen,TV-PG,44,,,Comedy|Crime|Mystery,,1.78
Scoop ,6.7,2006,Scarlett Johansson,PG-13,96,Woody Allen,10515579,Comedy|Crime|Mystery,4000000,1.85
Super Troopers ,7.1,2001,Geoffrey Arend,R,100,Jay Chandrasekhar,18488314,Comedy|Crime|Mystery,1200000,1.85
The Curse of the Jade Scorpion ,6.8,2001,Woody Allen,PG-13,103,Woody Allen,7496522,Comedy|Crime|Mystery|Romance,26000000,1.37
Intolerable Cruelty ,6.3,2003,Cedric the Entertainer,PG-13,100,Joel Coen,35096190,Comedy|Crime|Romance,60000000,1.85
Gigli ,2.4,2003,Todd Giebenhain,R,121,Martin Brest,5660084,Comedy|Crime|Romance,54000000,2.35
Legal Eagles ,5.9,1986,Brian Dennehy,PG,116,Ivan Reitman,49851591,Comedy|Crime|Romance,40000000,2.35
Mickey Blue Eyes ,5.8,1999,Jeanne Tripplehorn,PG-13,102,Kelly Makin,33864342,Comedy|Crime|Romance,40000000,1.85
Heartbreakers ,6.2,2001,Sarah Silverman,PG-13,123,David Mirkin,40334024,Comedy|Crime|Romance,35000000,2.35
Saving Silverman ,5.9,2001,Amanda Detmer,PG-13,96,Dennis Dugan,19351569,Comedy|Crime|Romance,22000000,1.85
Gun Shy ,5.7,2000,Liam Neeson,R,101,Eric Blakeney,1631839,Comedy|Crime|Romance,10000000,1.85
Extract ,6.2,2009,J.K. Simmons,R,92,Mike Judge,10814185,Comedy|Crime|Romance,8000000,1.85
Lucky Break ,6.2,2001,James Nesbitt,PG-13,107,Peter Cattaneo,54606,Comedy|Crime|Romance,6000000,2.35
Shooting Fish ,6.6,1997,Peter McNamara,PG,99,Stefan Schwartz,302204,Comedy|Crime|Romance,3000000,2.35
"Happy, Texas ",6.3,1999,Ally Walker,PG-13,98,Mark Illsley,1943649,Comedy|Crime|Romance,1700000,1.85
Duplicity ,6.2,2009,Julia Roberts,PG-13,125,Tony Gilroy,40559930,Comedy|Crime|Romance|Thriller,60000000,2.35
Date Night ,6.3,2010,Mila Kunis,PG-13,101,Shawn Levy,98711404,Comedy|Crime|Romance|Thriller,55000000,2.35
You Kill Me ,6.5,2007,Philip Baker Hall,R,93,John Dahl,2426851,Comedy|Crime|Romance|Thriller,4000000,2.55
Repo Man ,6.9,1984,Del Zamora,R,92,Alex Cox,,Comedy|Crime|Sci-Fi|Thriller,1500000,1.85
The Longest Yard ,6.4,2005,Adam Sandler,PG-13,113,Peter Segal,158115031,Comedy|Crime|Sport,82000000,2.35
Big Trouble ,6.5,2002,Zooey Deschanel,PG-13,74,Barry Sonnenfeld,7262288,Comedy|Crime|Thriller,40000000,1.85
The Ladykillers ,6.2,2004,J.K. Simmons,R,104,Ethan Coen,39692139,Comedy|Crime|Thriller,35000000,1.85
Get Shorty ,6.9,1995,Delroy Lindo,R,105,Barry Sonnenfeld,72077000,Comedy|Crime|Thriller,30250000,1.85
The Whole Ten Yards ,5.5,2004,Bruce Willis,PG-13,98,Howard Deutch,16323969,Comedy|Crime|Thriller,40000000,1.85
Mad Money ,5.8,2008,Stephen Root,PG-13,104,Callie Khouri,20668843,Comedy|Crime|Thriller,22000000,2.35
Serial Mom ,6.7,1994,Kathleen Turner,R,95,John Waters,7881335,Comedy|Crime|Thriller,13000000,1.66
Birthday Girl ,6.1,2001,Mark Gatiss,R,93,Jez Butterworth,4919896,Comedy|Crime|Thriller,13000000,2.35
Very Bad Things ,6.3,1998,Jon Favreau,R,100,Peter Berg,9801782,Comedy|Crime|Thriller,10000000,1.85
Cecil B. DeMented ,6.2,2000,Alicia Witt,R,87,John Waters,1276984,Comedy|Crime|Thriller,10000000,1.85
The Swindle ,6.6,1997,Isabelle Huppert,,101,Claude Chabrol,231417,Comedy|Crime|Thriller,60000000,1.66
Ca$h ,6,2010,Chris Hemsworth,R,118,Stephen Milburn Anderson,46451,Comedy|Crime|Thriller,7000000,1.85
The Guard ,7.3,2011,Don Cheadle,R,96,John Michael McDonagh,5359774,Comedy|Crime|Thriller,6000000,2.35
Freaky Deaky ,6.5,2012,Billy Burke,R,90,Charles Matthau,,Comedy|Crime|Thriller,6000000,
Jawbreaker ,5.4,1999,Julie Benz,R,87,Darren Stein,3071947,Comedy|Crime|Thriller,3500000,1.85
The Perfect Host ,6.8,2010,David Hyde Pierce,R,93,Nick Tomnay,48430,Comedy|Crime|Thriller,500000,1.85
Jackass: The Movie ,6.6,2002,Bam Margera,R,87,Jeff Tremaine,64267897,Comedy|Documentary,5000000,1.85
The Original Kings of Comedy ,6.6,2000,Bernie Mac,R,115,Spike Lee,38168022,Comedy|Documentary,3000000,1.85
DysFunktional Family ,6.6,2003,Eddie Griffin,R,89,George Gallo,2223990,Comedy|Documentary,3000000,1.85
Kevin Hart: Let Me Explain ,6.7,2013,David Jason Perez,R,75,Leslie Small,32230907,Comedy|Documentary,2500000,1.85
The Greatest Movie Ever Sold ,6.6,2011,Quentin Tarantino,PG-13,90,Morgan Spurlock,638476,Comedy|Documentary,1500000,
Certifiably Jonathan ,6.2,2007,Robin Williams,,85,James David Pasternak,7826,Comedy|Documentary,1200000,
Kevin Hart: Laugh at My Pain ,7.5,2011,Isaac C. Singleton Jr.,R,89,Leslie Small,7705974,Comedy|Documentary,,1.85
Super Size Me ,7.3,2004,Chemeeka Walker,PG,100,Morgan Spurlock,11529368,Comedy|Documentary|Drama,65000,1.78
What the #$*! Do We (K)now!? ,5.4,2004,Marlee Matlin,Unrated,109,William Arntz,10941801,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,,1.85
Dave Chappelle's Block Party ,7.2,2005,Common,R,100,Michel Gondry,11694528,Comedy|Documentary|Music,3000000,1.85
Religulous ,7.7,2008,Bill Maher,R,101,Larry Charles,12995673,Comedy|Documentary|War,2500000,1.78
Bruce Almighty ,6.7,2003,Morgan Freeman,PG-13,101,Tom Shadyac,242589580,Comedy|Drama,81000000,1.85
The Terminal ,7.3,2004,Tom Hanks,PG-13,128,Steven Spielberg,77032279,Comedy|Drama,60000000,1.85
Funny People ,6.4,2009,Adam Sandler,R,153,Judd Apatow,51814190,Comedy|Drama,75000000,1.85
The Dilemma ,5.3,2011,Channing Tatum,PG-13,111,Ron Howard,48430355,Comedy|Drama,70000000,2.35
Due Date ,6.6,2010,Robert Downey Jr.,R,95,Todd Phillips,100448498,Comedy|Drama,65000000,2.35
Primary Colors ,6.7,1998,Maura Tierney,R,143,Mike Nichols,38966057,Comedy|Drama,65000000,2.35
Edtv ,6.1,1999,Matthew McConaughey,PG-13,122,Ron Howard,22362500,Comedy|Drama,55000000,1.85
Holy Man ,4.9,1998,Kelly Preston,PG,114,Stephen Herek,12065985,Comedy|Drama,60000000,2.35
Forrest Gump ,8.8,1994,Tom Hanks,PG-13,142,Robert Zemeckis,329691196,Comedy|Drama,55000000,2.35
Stepmom ,6.7,1998,Julia Roberts,PG-13,124,Chris Columbus,91030827,Comedy|Drama,50000000,2.35
28 Days ,6,2000,Steve Buscemi,PG-13,103,Betty Thomas,37035515,Comedy|Drama,43000000,1.37
The Intern ,7.2,2015,Robert De Niro,PG-13,121,Nancy Meyers,75274748,Comedy|Drama,35000000,1.85
The Guilt Trip ,5.8,2012,Miriam Margolyes,PG-13,95,Anne Fletcher,37101011,Comedy|Drama,40000000,2.35
Hanging Up ,4.7,2000,Adam Arkin,PG-13,94,Diane Keaton,36037909,Comedy|Drama,60000000,1.85
Drillbit Taylor ,5.7,2008,Lisa Ann Walter,PG-13,102,Steven Brill,32853640,Comedy|Drama,40000000,2.35
Renaissance Man ,6.1,1994,Ed Begley Jr.,PG-13,128,Penny Marshall,24332324,Comedy|Drama,40000000,1.85
A Thousand Words ,5.9,2012,John Gatins,PG-13,91,Brian Robbins,18438149,Comedy|Drama,40000000,2.35
Joe Somebody ,5.5,2001,Jim Belushi,PG,98,John Pasquin,22770864,Comedy|Drama,38000000,1.85
Burn After Reading ,7,2008,J.K. Simmons,R,96,Ethan Coen,60338891,Comedy|Drama,37000000,1.85
Wonder Boys ,7.4,2000,Robert Downey Jr.,R,107,Curtis Hanson,19389454,Comedy|Drama,55000000,2.35
Big Daddy ,6.4,1999,Steve Buscemi,PG-13,93,Dennis Dugan,163479795,Comedy|Drama,34200000,1.85
About Schmidt ,7.2,2002,Hope Davis,R,125,Alexander Payne,65010106,Comedy|Drama,30000000,1.85
Entourage             ,8.5,,Debi Mazar,TV-MA,28,,,Comedy|Drama,,1.78
Barney's Version ,7.3,2010,Mark Addy,R,134,Richard J. Lewis,7501404,Comedy|Drama,,2.35
Mumford ,6.9,1999,Zooey Deschanel,R,112,Lawrence Kasdan,4554569,Comedy|Drama,28000000,2.35
The Royal Tenenbaums ,7.6,2001,Bill Murray,R,110,Wes Anderson,52353636,Comedy|Drama,21000000,2.35
Our Brand Is Crisis ,6.1,2015,Dominic Flores,R,107,David Gordon Green,6998324,Comedy|Drama,28000000,1.85
What Just Happened ,5.7,2008,Robert De Niro,R,104,Barry Levinson,1089365,Comedy|Drama,25000000,2.35
A Madea Christmas ,4.7,2013,Alicia Witt,PG-13,100,Tyler Perry,52528330,Comedy|Drama,25000000,1.85
The Hoax ,6.7,2006,Hope Davis,R,116,Lasse Hallström,7156933,Comedy|Drama,25000000,1.85
Carnage ,7.2,2011,Kate Winslet,R,80,Roman Polanski,,Comedy|Drama,25000000,2.35
Little White Lies ,7.1,2010,François Cluzet,Not Rated,134,Guillaume Canet,183662,Comedy|Drama,25000000,2.35
Anywhere But Here ,6.1,1999,Natalie Portman,PG-13,114,Wayne Wang,18653615,Comedy|Drama,23000000,2.35
The Hundred-Foot Journey ,7.3,2014,Manish Dayal,PG,122,Lasse Hallström,54235441,Comedy|Drama,22000000,2.35
Delivery Man ,6.4,2013,Jack Reynor,PG-13,105,Ken Scott,30659817,Comedy|Drama,26000000,2.35
Swing Vote ,6.1,2008,Madeline Carroll,PG-13,120,Joshua Michael Stern,16284360,Comedy|Drama,21000000,2.35
The Descendants ,7.3,2011,Shailene Woodley,R,115,Alexander Payne,82624961,Comedy|Drama,20000000,2.35
This Is Where I Leave You ,6.6,2014,Tina Fey,R,103,Shawn Levy,34290142,Comedy|Drama,19800000,2.35
Georgia Rule ,5.9,2007,Hector Elizondo,R,113,Garry Marshall,18882880,Comedy|Drama,20000000,2.35
The Weather Man ,6.6,2005,Nicolas Cage,R,102,Gore Verbinski,12469811,Comedy|Drama,22000000,1.85
Burnt ,6.6,2015,Bradley Cooper,R,101,John Wells,13650738,Comedy|Drama,20000000,2.35
I Can Do Bad All by Myself ,4.1,2009,Eric Mendenhall,PG-13,113,Tyler Perry,51697449,Comedy|Drama,13000000,1.85
Adaptation. ,7.7,2002,Nicolas Cage,R,81,Spike Jonze,22245861,Comedy|Drama,19000000,1.85
Barbershop 2: Back in Business ,5.7,2004,Harry Lennix,PG-13,106,Kevin Rodney Sullivan,64955956,Comedy|Drama,18000000,1.85
The Best Man Holiday ,6.7,2013,Harold Perrineau,R,123,Malcolm D. Lee,70492685,Comedy|Drama,17000000,2.35
Dead Poets Society ,8,1989,Robin Williams,PG,128,Peter Weir,95860116,Comedy|Drama,16400000,1.85
The Women ,4.9,2008,Jada Pinkett Smith,PG-13,114,Diane English,26896744,Comedy|Drama,16500000,1.85
Why Did I Get Married? ,5.6,2007,Michael Jai White,PG-13,113,Tyler Perry,55184721,Comedy|Drama,15000000,1.85
Wag the Dog ,7.1,1997,Robert De Niro,R,97,Barry Levinson,43022524,Comedy|Drama,15000000,1.85
Crooklyn ,6.9,1994,Alfre Woodard,PG-13,115,Spike Lee,13640000,Comedy|Drama,14000000,1.85
St. Vincent ,7.3,2014,Bill Murray,PG-13,102,Theodore Melfi,44134898,Comedy|Drama,13000000,1.85
Barbershop ,6.3,2002,Sean Patrick Thomas,PG-13,102,Tim Story,75074950,Comedy|Drama,12000000,1.85
Crossroads ,3.3,2002,Britney Spears,PG-13,93,Tamra Davis,37188667,Comedy|Drama,12000000,1.85
The Upside of Anger ,6.9,2005,Alicia Witt,R,118,Mike Binder,18761993,Comedy|Drama,9000000,2.35
Young Adult ,6.3,2011,Charlize Theron,R,94,Jason Reitman,16300302,Comedy|Drama,12000000,1.85
Celebrity ,6.3,1998,Melanie Griffith,R,113,Woody Allen,5032496,Comedy|Drama,12000000,1.66
Running with Scissors ,6.2,2006,Jill Clayburgh,R,122,Ryan Murphy,6754898,Comedy|Drama,12000000,2.35
Girl 6 ,5,1996,Michael Imperioli,R,108,Spike Lee,4903000,Comedy|Drama,12000000,1.85
The Dangerous Lives of Altar Boys ,7.1,2002,Kieran Culkin,R,104,Peter Care,1779284,Comedy|Drama,12000000,1.85
Critical Care ,6,1997,Kyra Sedgwick,R,107,Sidney Lumet,141853,Comedy|Drama,12000000,1.85
"A Woman, a Gun and a Noodle Shop ",5.7,2009,Honglei Sun,R,95,Yimou Zhang,190666,Comedy|Drama,,2.35
Quartet ,6.8,2012,Luke Newberry,PG-13,98,Dustin Hoffman,18381787,Comedy|Drama,11000000,2.35
There Goes My Baby ,6.4,1994,Ricky Schroder,R,99,Floyd Mutrux,125169,Comedy|Drama,10500000,
The Best Exotic Marigold Hotel ,7.3,2011,Tom Wilkinson,PG-13,124,John Madden,46377022,Comedy|Drama,10000000,2.35
Friday After Next ,5.8,2002,John Witherspoon,R,85,Marcus Raboy,32983713,Comedy|Drama,20000000,1.85
The Banger Sisters ,5.6,2002,Erika Christensen,R,98,Bob Dolman,30306281,Comedy|Drama,10000000,2.35
Rushmore ,7.7,1998,Bill Murray,R,93,Wes Anderson,17096053,Comedy|Drama,9000000,2.35
The Second Best Exotic Marigold Hotel ,6.6,2015,Tina Desai,PG,122,John Madden,33071558,Comedy|Drama,10000000,2.35
Bad Words ,6.7,2013,Beth Grant,R,89,Jason Bateman,7764027,Comedy|Drama,10000000,2.35
"Jeff, Who Lives at Home ",6.5,2011,Judy Greer,R,83,Jay Duplass,4244155,Comedy|Drama,10000000,1.85
While We're Young ,6.3,2014,Naomi Watts,R,97,Noah Baumbach,7574066,Comedy|Drama,10000000,1.85
The Joneses ,6.5,2009,Demi Moore,R,96,Derrick Borte,1474508,Comedy|Drama,5000000,2.35
Imaginary Heroes ,7.3,2004,Kip Pardue,R,111,Dan Harris,228524,Comedy|Drama,4000000,2.35
World's Greatest Dad ,6.9,2009,Robin Williams,R,99,Bobcat Goldthwait,221210,Comedy|Drama,,1.85
The Open Road ,5.5,2009,Jeff Bridges,PG-13,91,Michael Meredith,19348,Comedy|Drama,10000000,2.35
Motherhood ,4.7,2009,Stephanie Szostak,PG-13,90,Katherine Dieckmann,92900,Comedy|Drama,5000000,1.85
Eulogy ,6.7,2004,Zooey Deschanel,R,85,Michael Clancy,70527,Comedy|Drama,6500000,1.85
The Best Man ,6.7,1999,Harold Perrineau,R,120,Malcolm D. Lee,34074895,Comedy|Drama,9000000,1.85
The Savages ,7.2,2007,Philip Seymour Hoffman,R,114,Tamara Jenkins,6610326,Comedy|Drama,,1.85
Igby Goes Down ,7,2002,Kieran Culkin,R,99,Burr Steers,4681503,Comedy|Drama,9000000,2.35
Election ,7.3,1999,Matthew Broderick,R,103,Alexander Payne,14879556,Comedy|Drama,8000000,2.35
Little Miss Sunshine ,7.9,2006,Steve Carell,R,101,Jonathan Dayton,59889948,Comedy|Drama,8000000,2.35
Prom ,5.4,2011,Cameron Monaghan,PG,104,Joe Nussbaum,10106233,Comedy|Drama,8000000,1.85
Another Year ,7.3,2010,Jim Broadbent,PG-13,129,Mike Leigh,3205244,Comedy|Drama,10000000,2.35
Soul Food ,6.9,1997,Vanessa Williams,R,115,George Tillman Jr.,43490057,Comedy|Drama,7500000,1.85
Thank You for Smoking ,7.6,2005,J.K. Simmons,R,92,Jason Reitman,24792061,Comedy|Drama,6500000,2.35
Magic Mike ,6.1,2012,Channing Tatum,R,110,Steven Soderbergh,113709992,Comedy|Drama,7000000,2.35
Jumping the Broom ,5.7,2011,Gary Dourdan,PG-13,112,Salim Akil,37295394,Comedy|Drama,6600000,1.85
A Serious Man ,7,2009,Michael Stuhlbarg,R,106,Ethan Coen,9190525,Comedy|Drama,7000000,1.85
Somewhere ,6.3,2010,Nathalie Fay,R,97,Sofia Coppola,1768416,Comedy|Drama,7000000,1.85
The Chumscrubber ,7,2005,Rory Culkin,R,108,Arie Posin,49526,Comedy|Drama,6800000,2.35
The Four Seasons ,7.2,1981,Rita Moreno,PG,107,Alan Alda,,Comedy|Drama,,1.85
The Brothers ,6.3,2001,Julie Benz,R,106,Gary Hardwick,27457409,Comedy|Drama,6000000,1.85
City Island ,7.4,2009,Ezra Miller,PG-13,104,Raymond De Felitta,6670712,Comedy|Drama,6000000,1.85
Wish I Was Here ,6.7,2014,Jim Parsons,R,106,Zach Braff,3588432,Comedy|Drama,6000000,2.35
L'auberge espagnole ,7.3,2002,Romain Duris,R,111,Cédric Klapisch,3895664,Comedy|Drama,5300000,1.85
Ghost World ,7.4,2001,Scarlett Johansson,R,111,Terry Zwigoff,6200756,Comedy|Drama,7000000,1.85
Mambo Italiano ,6.7,2003,Paul Sorvino,R,92,Émile Gaudreault,6239558,Comedy|Drama,5000000,1.85
Le Havre ,7.2,2011,Jean-Pierre Léaud,Not Rated,93,Aki Kaurismäki,611709,Comedy|Drama,3850000,1.85
R100 ,6.1,2013,Lindsay Kay Hayward,Unrated,99,Hitoshi Matsumoto,22770,Comedy|Drama,5500000,1.85
A Room for Romeo Brass ,7.7,1999,Bob Hoskins,R,90,Shane Meadows,18434,Comedy|Drama,,1.85
Instructions Not Included ,7.6,2013,Eugenio Derbez,PG-13,115,Eugenio Derbez,44456509,Comedy|Drama,5000000,1.85
